BS,txt,UR,SR,SW,LR,OP,Image,,Amount,Noise 30,Noise 10,Time (no op),Time,,Amount_important,Time (bm),N10 nearby,N10 far
5,50,2,9,80,3,2,0,,2576,1468,0,3362,4899,,2784,12,0,0
5,50,2,9,80,3,2,1,,3072,36,7,3628,5188,,2784,12,6,1
5,50,2,9,80,3,2,2,,3066,1216,500,3813,5274,,2779,12,0,500
5,50,2,9,80,3,2,3,,3060,7,0,3883,5323,,2784,12,0,0
5,50,2,9,80,3,2,4,,3072,427,318,3967,5342,,2784,12,1,317
5,50,2,9,80,8,0,0,,2707,1859,0,3354,3447,,2784,12,0,0
5,50,2,9,80,8,0,1,,3072,50,7,3650,3744,,2784,12,7,0
5,50,2,9,80,8,0,2,,3067,1084,463,3838,3932,,2780,12,0,463
5,50,2,9,80,8,0,3,,3067,58,0,3891,3983,,2784,12,0,0
5,50,2,9,80,8,0,4,,3072,323,261,3921,4015,,2784,12,1,260
5,50,2,9,80,8,2,0,,2577,1474,0,3354,4920,,2784,12,0,0
5,50,2,9,80,8,2,1,,3072,35,6,3650,5184,,2784,12,6,0
5,50,2,9,80,8,2,2,,3066,1215,500,3838,5272,,2779,12,0,500
5,50,2,9,80,8,2,3,,3060,7,0,3891,5340,,2784,12,0,0
5,50,2,9,80,8,2,4,,3072,427,318,3921,5302,,2784,12,1,317
5,50,4,4,50,3,0,0,,2465,1693,0,3518,3613,,2777,12,0,0
5,50,4,4,50,3,0,1,,3072,24,6,3748,3842,,2784,12,6,0
5,50,4,4,50,3,0,2,,3066,1186,478,3896,3998,,2778,12,0,478
5,50,4,4,50,3,0,3,,3061,0,0,3973,4066,,2784,12,0,0
5,50,4,4,50,3,0,4,,3072,446,318,3997,4090,,2784,12,1,317
5,50,4,4,50,3,2,0,,2388,1385,0,3518,5027,,2775,12,0,0
5,50,4,4,50,3,2,1,,3072,24,6,3748,5343,,2784,12,5,1
5,50,4,4,50,3,2,2,,3060,1259,502,3896,5522,,2772,12,0,502
5,50,4,4,50,3,2,3,,3054,5,0,3973,5400,,2784,12,0,0
5,50,4,4,50,3,2,4,,3072,530,318,3997,5294,,2784,12,1,317
5,50,4,4,50,8,0,0,,2465,1692,0,3479,3574,,2777,12,0,0
5,50,4,4,50,8,0,1,,3072,24,6,3784,3876,,2784,12,6,0
5,50,4,4,50,8,0,2,,3066,1185,478,4060,4159,,2778,12,0,478
5,50,4,4,50,8,0,3,,3066,0,0,3995,4089,,2784,12,0,0
5,50,4,4,50,8,0,4,,3072,446,318,4008,4101,,2784,12,1,317
5,50,4,4,50,8,2,0,,2388,1385,0,3479,4981,,2775,12,0,0
5,50,4,4,50,8,2,1,,3072,24,6,3784,5254,,2784,12,5,1
5,50,4,4,50,8,2,2,,3062,1259,502,4060,5419,,2774,12,0,502
5,50,4,4,50,8,2,3,,3064,1,0,3995,5361,,2784,12,0,0
5,50,4,4,50,8,2,4,,3072,530,318,4008,5316,,2784,12,1,317
5,50,4,4,80,3,0,0,,2455,1700,0,3517,3609,,2777,12,0,0
5,50,4,4,80,3,0,1,,3072,24,6,3738,3832,,2784,12,6,0
5,50,4,4,80,3,0,2,,3048,1187,483,3912,4005,,2763,12,0,483
5,50,4,4,80,3,0,3,,3061,7,0,3950,4043,,2784,12,0,0
5,50,4,4,80,3,0,4,,3072,446,318,4107,4278,,2784,12,1,317
5,50,4,4,80,3,2,0,,2379,1391,0,3517,5034,,2775,12,0,0
5,50,4,4,80,3,2,1,,3072,24,6,3738,5208,,2784,12,5,1
5,50,4,4,80,3,2,2,,3043,1260,505,3912,5360,,2758,12,0,505
5,50,4,4,80,3,2,3,,3054,13,0,3950,5277,,2784,12,0,0
5,50,4,4,80,3,2,4,,3072,530,318,4107,5389,,2784,12,1,317
5,50,4,4,80,8,0,0,,2455,1699,0,3528,3622,,2777,12,0,0
5,50,4,4,80,8,0,1,,3072,24,6,3729,3822,,2784,12,6,0
5,50,4,4,80,8,0,2,,3048,1186,483,3918,4011,,2763,12,0,483
5,50,4,4,80,8,0,3,,3061,7,0,3979,4072,,2784,12,0,0
5,50,4,4,80,8,0,4,,3072,446,318,3964,4058,,2784,12,1,317
5,50,4,4,80,8,2,0,,2379,1391,0,3528,5023,,2775,12,0,0
5,50,4,4,80,8,2,1,,3072,24,6,3729,5222,,2784,12,5,1
5,50,4,4,80,8,2,2,,3043,1260,505,3918,5252,,2758,12,0,505
5,50,4,4,80,8,2,3,,3054,13,0,3979,5312,,2784,12,0,0
5,50,4,4,80,8,2,4,,3072,530,318,3964,5276,,2784,12,1,317
5,50,4,9,50,3,0,0,,2707,1855,0,3426,3527,,2784,12,0,0
5,50,4,9,50,3,0,1,,3072,50,7,3722,3817,,2784,12,7,0
5,50,4,9,50,3,0,2,,3069,1410,1088,3807,3901,,2781,12,862,226
5,50,4,9,50,3,0,3,,3072,757,701,3910,4005,,2784,12,701,0
5,50,4,9,50,3,0,4,,3072,256,166,3924,4018,,2784,12,6,160
5,50,4,9,50,3,2,0,,2569,1472,0,3426,4996,,2784,12,0,0
5,50,4,9,50,3,2,1,,3072,36,7,3722,5284,,2784,12,6,1
5,50,4,9,50,3,2,2,,3068,1468,1103,3807,5240,,2780,12,861,242
5,50,4,9,50,3,2,3,,3072,656,649,3910,5354,,2784,12,649,0
5,50,4,9,50,3,2,4,,3072,320,214,3924,5299,,2784,12,1,213
5,50,4,9,50,8,0,0,,2708,1855,0,3334,3430,,2784,12,0,0
5,50,4,9,50,8,0,1,,3072,50,7,3641,3733,,2784,12,7,0
5,50,4,9,50,8,0,2,,3069,1410,1088,3839,3933,,2781,12,862,226
5,50,4,9,50,8,0,3,,3072,757,701,3911,4004,,2784,12,701,0
5,50,4,9,50,8,0,4,,3072,218,156,4054,4147,,2784,12,6,150
5,50,4,9,50,8,2,0,,2569,1472,0,3334,4885,,2784,12,0,0
5,50,4,9,50,8,2,1,,3072,35,6,3641,5172,,2784,12,6,0
5,50,4,9,50,8,2,2,,3068,1468,1103,3839,5279,,2780,12,861,242
5,50,4,9,50,8,2,3,,3072,656,649,3911,5365,,2784,12,649,0
5,50,4,9,50,8,2,4,,3072,320,214,4054,5436,,2784,12,1,213
5,50,4,9,80,3,0,0,,2700,1858,0,3377,3470,,2784,12,0,0
5,50,4,9,80,3,0,1,,3072,50,7,3658,3750,,2784,12,7,0
5,50,4,9,80,3,0,2,,3067,1084,472,3841,3935,,2780,12,0,472
5,50,4,9,80,3,0,3,,3067,58,0,3913,4009,,2784,12,0,0
5,50,4,9,80,3,0,4,,3072,362,299,3970,4068,,2784,12,1,298
5,50,4,9,80,3,2,0,,2562,1476,0,3377,4947,,2784,12,0,0
5,50,4,9,80,3,2,1,,3072,36,7,3658,5172,,2784,12,6,1
5,50,4,9,80,3,2,2,,3066,1216,500,3841,5260,,2779,12,0,500
5,50,4,9,80,3,2,3,,3058,7,0,3913,5337,,2784,12,0,0
5,50,4,9,80,3,2,4,,3072,427,318,3970,5326,,2784,12,1,317
5,50,4,9,80,8,0,0,,2701,1858,0,3348,3442,,2784,12,0,0
5,50,4,9,80,8,0,1,,3072,50,7,3633,3726,,2784,12,7,0
5,50,4,9,80,8,0,2,,3067,1084,472,3853,3946,,2780,12,0,472
5,50,4,9,80,8,0,3,,3067,58,0,3924,4033,,2784,12,0,0
5,50,4,9,80,8,0,4,,3072,324,261,3911,4007,,2784,12,1,260
5,50,4,9,80,8,2,0,,2562,1476,0,3348,4880,,2784,12,0,0
5,50,4,9,80,8,2,1,,3072,35,6,3633,5158,,2784,12,6,0
5,50,4,9,80,8,2,2,,3066,1215,500,3853,5300,,2779,12,0,500
5,50,4,9,80,8,2,3,,3058,7,0,3924,5374,,2784,12,0,0
5,50,4,9,80,8,2,4,,3072,427,318,3911,5298,,2784,12,1,317
5,125,2,4,50,3,0,0,,2474,1706,0,3671,3766,,2777,12,0,0
5,125,2,4,50,3,0,1,,3072,24,6,3748,3843,,2784,12,6,0
5,125,2,4,50,3,0,2,,3068,1185,478,3896,3989,,2780,12,0,478
5,125,2,4,50,3,0,3,,3072,0,0,4002,4095,,2784,12,0,0
5,125,2,4,50,3,0,4,,3072,446,318,4019,4112,,2784,12,1,317
5,125,2,4,50,3,2,0,,2397,1400,0,3671,5176,,2775,12,0,0
5,125,2,4,50,3,2,1,,3072,24,6,3748,5253,,2784,12,5,1
5,125,2,4,50,3,2,2,,3060,1259,502,3896,5293,,2772,12,0,502
5,125,2,4,50,3,2,3,,3072,1,0,4002,5368,,2784,12,0,0
5,125,2,4,50,3,2,4,,3072,530,318,4019,5329,,2784,12,1,317
5,125,2,4,50,8,0,0,,2475,1704,0,3665,3764,,2777,12,0,0
5,125,2,4,50,8,0,1,,3072,24,6,3987,4160,,2784,12,6,0
5,125,2,4,50,8,0,2,,3068,1185,478,3910,4005,,2780,12,0,478
5,125,2,4,50,8,0,3,,3072,0,0,4004,4159,,2784,12,0,0
5,125,2,4,50,8,0,4,,3072,446,318,3972,4065,,2784,12,1,317
5,125,2,4,50,8,2,0,,2398,1399,0,3665,5178,,2775,12,0,0
5,125,2,4,50,8,2,1,,3072,24,6,3987,5499,,2784,12,5,1
5,125,2,4,50,8,2,2,,3062,1259,502,3910,5308,,2774,12,0,502
5,125,2,4,50,8,2,3,,3072,1,0,4004,5378,,2784,12,0,0
5,125,2,4,50,8,2,4,,3072,530,318,3972,5287,,2784,12,1,317
5,125,2,4,80,3,0,0,,2464,1713,0,3542,3638,,2777,12,0,0
5,125,2,4,80,3,0,1,,3072,24,6,3766,3858,,2784,12,6,0
5,125,2,4,80,3,0,2,,3048,1186,481,3913,4006,,2763,12,0,481
5,125,2,4,80,3,0,3,,3061,7,0,3987,4081,,2784,12,0,0
5,125,2,4,80,3,0,4,,3072,446,318,4014,4108,,2784,12,1,317
5,125,2,4,80,3,2,0,,2388,1406,0,3542,5077,,2775,12,0,0
5,125,2,4,80,3,2,1,,3072,24,6,3766,5231,,2784,12,5,1
5,125,2,4,80,3,2,2,,3043,1260,505,3913,5258,,2758,12,0,505
5,125,2,4,80,3,2,3,,3054,13,0,3987,5327,,2784,12,0,0
5,125,2,4,80,3,2,4,,3072,530,318,4014,5310,,2784,12,1,317
5,125,2,4,80,8,0,0,,2465,1711,0,3498,3593,,2777,12,0,0
5,125,2,4,80,8,0,1,,3072,24,6,3765,3858,,2784,12,6,0
5,125,2,4,80,8,0,2,,3048,1185,481,3904,3997,,2763,12,0,481
5,125,2,4,80,8,0,3,,3061,7,0,3974,4069,,2784,12,0,0
5,125,2,4,80,8,0,4,,3072,446,318,4022,4117,,2784,12,1,317
5,125,2,4,80,8,2,0,,2389,1405,0,3498,5002,,2775,12,0,0
5,125,2,4,80,8,2,1,,3072,24,6,3765,5228,,2784,12,5,1
5,125,2,4,80,8,2,2,,3043,1259,505,3904,5246,,2758,12,0,505
5,125,2,4,80,8,2,3,,3054,13,0,3974,5323,,2784,12,0,0
5,125,2,4,80,8,2,4,,3072,530,318,4022,5357,,2784,12,1,317
5,125,2,9,50,3,0,0,,2705,1857,0,3371,3467,,2784,12,0,0
5,125,2,9,50,3,0,1,,3072,50,7,3646,3741,,2784,12,7,0
5,125,2,9,50,3,0,2,,3072,1921,1797,3813,3906,,2784,12,1793,4
5,125,2,9,50,3,0,3,,3072,757,701,3924,4019,,2784,12,701,0
5,125,2,9,50,3,0,4,,3072,357,274,3964,4059,,2784,12,6,268
5,125,2,9,50,3,2,0,,2570,1469,0,3371,4907,,2784,12,0,0
5,125,2,9,50,3,2,1,,3072,36,7,3646,5212,,2784,12,6,1
5,125,2,9,50,3,2,2,,3072,1930,1799,3813,5261,,2784,12,1789,10
5,125,2,9,50,3,2,3,,3072,656,649,3924,5384,,2784,12,649,0
5,125,2,9,50,3,2,4,,3072,410,318,3964,5359,,2784,12,1,317
5,125,2,9,50,8,0,0,,2706,1859,0,3361,3454,,2784,12,0,0
5,125,2,9,50,8,0,1,,3072,50,7,3652,3747,,2784,12,7,0
5,125,2,9,50,8,0,2,,3072,1920,1797,3843,3937,,2784,12,1793,4
5,125,2,9,50,8,0,3,,3072,757,701,3915,4009,,2784,12,701,0
5,125,2,9,50,8,0,4,,3072,319,264,3914,4010,,2784,12,6,258
5,125,2,9,50,8,2,0,,2571,1475,0,3361,4895,,2784,12,0,0
5,125,2,9,50,8,2,1,,3072,35,6,3652,5188,,2784,12,6,0
5,125,2,9,50,8,2,2,,3072,1930,1799,3843,5297,,2784,12,1789,10
5,125,2,9,50,8,2,3,,3072,656,649,3915,5385,,2784,12,649,0
5,125,2,9,50,8,2,4,,3072,396,318,3914,5315,,2784,12,1,317
5,125,2,9,80,3,0,0,,2705,1857,0,3333,3428,,2784,12,0,0
5,125,2,9,80,3,0,1,,3072,50,7,3631,3724,,2784,12,7,0
5,125,2,9,80,3,0,2,,3067,1085,472,3867,3963,,2780,12,0,472
5,125,2,9,80,3,0,3,,3067,58,0,3927,4021,,2784,12,0,0
5,125,2,9,80,3,0,4,,3072,361,299,3925,4019,,2784,12,1,298
5,125,2,9,80,3,2,0,,2570,1469,0,3333,4882,,2784,12,0,0
5,125,2,9,80,3,2,1,,3072,36,7,3631,5153,,2784,12,6,1
5,125,2,9,80,3,2,2,,3066,1216,500,3867,5292,,2779,12,0,500
5,125,2,9,80,3,2,3,,3060,7,0,3927,5364,,2784,12,0,0
5,125,2,9,80,3,2,4,,3072,427,318,3925,5298,,2784,12,1,317
5,125,2,9,80,8,0,0,,2706,1859,0,3323,3416,,2784,12,0,0
5,125,2,9,80,8,0,1,,3072,50,7,3631,3725,,2784,12,7,0
5,125,2,9,80,8,0,2,,3067,1084,463,3813,3906,,2780,12,0,463
5,125,2,9,80,8,0,3,,3067,58,0,3891,3986,,2784,12,0,0
5,125,2,9,80,8,0,4,,3072,323,261,4029,4128,,2784,12,1,260
5,125,2,9,80,8,2,0,,2571,1475,0,3323,4860,,2784,12,0,0
5,125,2,9,80,8,2,1,,3072,35,6,3631,5197,,2784,12,6,0
5,125,2,9,80,8,2,2,,3066,1215,500,3813,5245,,2779,12,0,500
5,125,2,9,80,8,2,3,,3060,7,0,3891,5349,,2784,12,0,0
5,125,2,9,80,8,2,4,,3072,427,318,4029,5414,,2784,12,1,317
5,125,4,4,50,3,0,0,,2463,1693,0,3549,3644,,2777,12,0,0
5,125,4,4,50,3,0,1,,3072,24,6,3767,3861,,2784,12,6,0
5,125,4,4,50,3,0,2,,3066,1186,478,3926,4021,,2778,12,0,478
5,125,4,4,50,3,0,3,,3061,0,0,3969,4064,,2784,12,0,0
5,125,4,4,50,3,0,4,,3072,446,318,4022,4117,,2784,12,1,317
5,125,4,4,50,3,2,0,,2387,1385,0,3549,5080,,2775,12,0,0
5,125,4,4,50,3,2,1,,3072,24,6,3767,5233,,2784,12,5,1
5,125,4,4,50,3,2,2,,3060,1259,502,3926,5277,,2772,12,0,502
5,125,4,4,50,3,2,3,,3054,5,0,3969,5321,,2784,12,0,0
5,125,4,4,50,3,2,4,,3072,530,318,4022,5321,,2784,12,1,317
5,125,4,4,50,8,0,0,,2463,1692,0,3568,3670,,2777,12,0,0
5,125,4,4,50,8,0,1,,3072,24,6,3781,3875,,2784,12,6,0
5,125,4,4,50,8,0,2,,3066,1185,478,3937,4034,,2778,12,0,478
5,125,4,4,50,8,0,3,,3066,0,0,3982,4077,,2784,12,0,0
5,125,4,4,50,8,0,4,,3072,446,318,4002,4095,,2784,12,1,317
5,125,4,4,50,8,2,0,,2387,1385,0,3568,5261,,2775,12,0,0
5,125,4,4,50,8,2,1,,3072,24,6,3781,5252,,2784,12,5,1
5,125,4,4,50,8,2,2,,3062,1259,502,3937,5291,,2774,12,0,502
5,125,4,4,50,8,2,3,,3064,1,0,3982,5347,,2784,12,0,0
5,125,4,4,50,8,2,4,,3072,530,318,4002,5307,,2784,12,1,317
5,125,4,4,80,3,0,0,,2453,1700,0,3534,3629,,2777,12,0,0
5,125,4,4,80,3,0,1,,3072,24,6,3795,3888,,2784,12,6,0
5,125,4,4,80,3,0,2,,3048,1187,483,3913,4008,,2763,12,0,483
5,125,4,4,80,3,0,3,,3061,7,0,3980,4073,,2784,12,0,0
5,125,4,4,80,3,0,4,,3072,446,318,3968,4063,,2784,12,1,317
5,125,4,4,80,3,2,0,,2378,1391,0,3534,5037,,2775,12,0,0
5,125,4,4,80,3,2,1,,3072,24,6,3795,5250,,2784,12,5,1
5,125,4,4,80,3,2,2,,3043,1260,505,3913,5244,,2758,12,0,505
5,125,4,4,80,3,2,3,,3054,13,0,3980,5307,,2784,12,0,0
5,125,4,4,80,3,2,4,,3072,530,318,3968,5247,,2784,12,1,317
5,125,4,4,80,8,0,0,,2453,1699,0,3532,3626,,2777,12,0,0
5,125,4,4,80,8,0,1,,3072,24,6,3743,3837,,2784,12,6,0
5,125,4,4,80,8,0,2,,3048,1186,483,3917,4010,,2763,12,0,483
5,125,4,4,80,8,0,3,,3061,7,0,3985,4080,,2784,12,0,0
5,125,4,4,80,8,0,4,,3072,446,318,3999,4092,,2784,12,1,317
5,125,4,4,80,8,2,0,,2378,1391,0,3532,5027,,2775,12,0,0
5,125,4,4,80,8,2,1,,3072,24,6,3743,5232,,2784,12,5,1
5,125,4,4,80,8,2,2,,3043,1260,505,3917,5248,,2758,12,0,505
5,125,4,4,80,8,2,3,,3054,13,0,3985,5325,,2784,12,0,0
5,125,4,4,80,8,2,4,,3072,530,318,3999,5285,,2784,12,1,317
5,125,4,9,50,3,0,0,,2706,1855,0,3370,3466,,2784,12,0,0
5,125,4,9,50,3,0,1,,3072,50,7,3651,3743,,2784,12,7,0
5,125,4,9,50,3,0,2,,3069,1410,1088,3845,3939,,2781,12,862,226
5,125,4,9,50,3,0,3,,3072,757,701,3901,3997,,2784,12,701,0
5,125,4,9,50,3,0,4,,3072,256,166,3949,4042,,2784,12,6,160
5,125,4,9,50,3,2,0,,2564,1472,0,3370,4907,,2784,12,0,0
5,125,4,9,50,3,2,1,,3072,36,7,3651,5178,,2784,12,6,1
5,125,4,9,50,3,2,2,,3068,1468,1103,3845,5281,,2780,12,861,242
5,125,4,9,50,3,2,3,,3072,656,649,3901,5349,,2784,12,649,0
5,125,4,9,50,3,2,4,,3072,320,214,3949,5320,,2784,12,1,213
5,125,4,9,50,8,0,0,,2707,1855,0,3365,3461,,2784,12,0,0
5,125,4,9,50,8,0,1,,3072,50,7,3627,3721,,2784,12,7,0
5,125,4,9,50,8,0,2,,3069,1410,1088,3825,3919,,2781,12,862,226
5,125,4,9,50,8,0,3,,3072,757,701,3902,3998,,2784,12,701,0
5,125,4,9,50,8,0,4,,3072,218,156,3942,4036,,2784,12,6,150
5,125,4,9,50,8,2,0,,2564,1472,0,3365,4895,,2784,12,0,0
5,125,4,9,50,8,2,1,,3072,35,6,3627,5189,,2784,12,6,0
5,125,4,9,50,8,2,2,,3068,1468,1103,3825,5291,,2780,12,861,242
5,125,4,9,50,8,2,3,,3072,656,649,3902,5354,,2784,12,649,0
5,125,4,9,50,8,2,4,,3072,320,214,3942,5325,,2784,12,1,213
5,125,4,9,80,3,0,0,,2699,1858,0,3333,3426,,2784,12,0,0
5,125,4,9,80,3,0,1,,3072,50,7,3628,3721,,2784,12,7,0
5,125,4,9,80,3,0,2,,3067,1084,472,3827,3920,,2780,12,0,472
5,125,4,9,80,3,0,3,,3067,58,0,3900,3996,,2784,12,0,0
5,125,4,9,80,3,0,4,,3072,362,299,3949,4041,,2784,12,1,298
5,125,4,9,80,3,2,0,,2557,1476,0,3333,4867,,2784,12,0,0
5,125,4,9,80,3,2,1,,3072,36,7,3628,5174,,2784,12,6,1
5,125,4,9,80,3,2,2,,3066,1216,500,3827,5277,,2779,12,0,500
5,125,4,9,80,3,2,3,,3058,7,0,3900,5324,,2784,12,0,0
5,125,4,9,80,3,2,4,,3072,427,318,3949,5313,,2784,12,1,317
5,125,4,9,80,8,0,0,,2700,1858,0,3364,3459,,2784,12,0,0
5,125,4,9,80,8,0,1,,3072,50,7,3662,3754,,2784,12,7,0
5,125,4,9,80,8,0,2,,3067,1084,472,3836,3930,,2780,12,0,472
5,125,4,9,80,8,0,3,,3067,58,0,3890,3985,,2784,12,0,0
5,125,4,9,80,8,0,4,,3072,324,261,3937,4031,,2784,12,1,260
5,125,4,9,80,8,2,0,,2557,1476,0,3364,4931,,2784,12,0,0
5,125,4,9,80,8,2,1,,3072,35,6,3662,5180,,2784,12,6,0
5,125,4,9,80,8,2,2,,3066,1215,500,3836,5264,,2779,12,0,500
5,125,4,9,80,8,2,3,,3058,7,0,3890,5323,,2784,12,0,0
5,125,4,9,80,8,2,4,,3072,427,318,3937,5306,,2784,12,1,317
